"cell_id","step_ix","simulation_i","sim_time"
"cell303",600,8,100.083333333332
"cell304",1079,14,30.0833333333332
"cell305",1564,20,20.0833333333333
"cell306",35,1,120.083333333331
"cell307",924,12,100.083333333332
"cell308",1898,24,120.083333333331
"cell309",1491,19,100.083333333332
"cell310",346,5,0
"cell311",595,8,50.0000000000003
"cell312",1652,21,90.0833333333326
"cell313",1417,18,170.000000000002
"cell314",1269,16,310.083333333333
"cell315",1763,22,390.083333333314
"cell316",1815,23,100.083333333332
"cell317",998,13,30.0833333333332
"cell318",349,5,20.0833333333333
"cell319",547,7,380.083333333317
"cell320",1901,24,150.083333333333
"cell321",1567,20,50.0000000000003
"cell322",1837,23,320.08333333333
"cell323",754,10,20.0833333333333
"cell324",1490,19,90.0833333333326
"cell325",766,10,140.083333333332
"cell326",923,12,90.0833333333326
"cell327",199,3,140.083333333332
"cell328",436,6,80.0833333333331
"cell329",1901,24,150.083333333333
"cell330",139,2,350.083333333324
"cell331",1272,16,340.083333333326
"cell332",646,8,560.083333333309
"cell333",1050,13,550.083333333304
"cell334",1133,14,570.083333333313
"cell335",1807,23,20.0833333333333
"cell336",1764,22,400.083333333312
"cell337",836,11,30.0833333333332
"cell338",1764,22,400.083333333312
"cell339",1743,22,190.000000000004
"cell340",949,12,350.083333333324
"cell341",275,4,90.0833333333326
"cell342",1828,23,230.000000000009
"cell343",602,8,120.083333333331
"cell344",673,9,20.0833333333333
"cell345",1764,22,400.083333333312
"cell346",1278,16,400.083333333312
"cell347",437,6,90.0833333333326
"cell348",610,8,200.000000000005
"cell349",1079,14,30.0833333333332
"cell350",837,11,40
"cell351",1007,13,120.083333333331
"cell352",597,8,70.0000000000004
"cell353",1726,22,20.0833333333333
"cell354",996,13,10
"cell355",1406,18,60.0000000000006
"cell356",512,7,30.0833333333332
"cell357",1480,19,0
"cell358",1650,21,70.0000000000004
"cell359",598,8,80.0833333333331
"cell360",1419,18,190.000000000004
"cell361",841,11,80.0833333333331
"cell362",770,10,180.000000000003
"cell363",1900,24,140.083333333332
"cell364",1021,13,260.000000000011
"cell365",298,4,320.08333333333
"cell366",849,11,160.000000000001
"cell367",601,8,110.083333333331
"cell368",291,4,250.000000000011
